Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
55,male,student,O,66,master,7200,no
67,male,student,AB,67,doctor,6600,no
23,male,chef,AB,56,primary,3200,yes
32,female,salesman,O,79,university,400,yes
53,female,student,A,49,junior high,800,no
3,male,salesman,O,62,junior high,27,no
94,male,chef,A,79,master,26,no
3,female,programmer,A,83,doctor,770,no
21,male,student,A,90,primary,1000,no
97,third,engineer,A,99,junior high,2200,no
66,third,salesman,A,57,senior high,46,no
91,third,salesman,A,55,master,7500,no
23,female,neet,A,75,university,350,no
28,female,scientest,B,41,doctor,2900,yes
89,female,scientest,B,49,junior high,3800,no
39,third,programmer,A,75,doctor,53,yes
26,male,neet,A,84,primary,330,no
0,third,chef,AB,38,master,7000,no
19,male,teacher,AB,42,doctor,300,no
29,female,chef,A,49,primary,54,yes
96,female,programmer,B,40,junior high,610,no
19,third,scientest,A,82,master,630,no
43,male,programmer,O,81,university,150,no
85,male,scientest,O,83,doctor,97,no
21,female,student,A,45,university,940,no
74,male,neet,O,78,junior high,53,no
68,male,student,AB,37,junior high,4100,no
36,male,salesman,B,84,university,870,no
32,female,salesman,B,69,senior high,5700,no
6,female,singer,A,75,university,920,no
16,third,scientest,B,56,senior high,2800,no
76,female,singer,B,96,master,2300,no
31,male,chef,A,80,doctor,7300,yes
68,male,neet,B,48,doctor,71,no
66,male,scientest,O,35,doctor,60,no
53,male,scientest,A,75,master,840,no
13,male,scientest,B,37,senior high,7900,no
51,male,singer,AB,87,master,10,no
84,male,neet,O,91,master,400,no
70,male,chef,O,74,senior high,9000,no
49,female,salesman,AB,57,primary,8000,no
47,third,engineer,AB,87,doctor,57,yes
52,third,salesman,AB,66,senior high,960,no
97,male,engineer,A,61,primary,650,no
24,male,chef,B,58,master,4900,yes
44,female,programmer,A,51,master,5200,yes
22,female,teacher,A,42,doctor,350,no
46,male,student,A,68,primary,26,no
81,male,salesman,O,60,university,200,no
27,third,singer,A,41,junior high,8700,no
98,female,teacher,A,59,doctor,8900,no
35,male,teacher,A,58,master,8300,no
48,third,salesman,AB,56,primary,5700,no
80,third,salesman,O,98,junior high,690,no
99,male,salesman,O,76,primary,74,no
94,female,student,B,51,master,800,no
37,male,student,O,90,university,580,yes
23,male,student,B,61,master,5700,no
90,male,student,O,80,doctor,64,no
26,male,engineer,AB,73,university,45,no
65,female,neet,B,79,senior high,4000,no
41,third,scientest,AB,56,junior high,2800,no
95,third,scientest,O,84,doctor,470,no
22,male,chef,O,49,doctor,7100,yes
65,female,engineer,B,53,primary,450,no
62,female,student,A,69,university,24,no
86,female,neet,O,53,primary,9300,no
82,male,teacher,O,46,university,15,no
80,female,neet,O,62,university,80,no
85,third,singer,AB,86,master,6,no
83,third,singer,O,75,primary,96,no
53,female,chef,AB,77,master,51,no
71,female,chef,AB,71,primary,17,no
93,male,engineer,AB,62,senior high,750,no
87,male,scientest,A,78,university,23,no
19,male,student,AB,94,primary,2200,no
46,male,student,B,89,university,2,no
3,female,scientest,B,62,junior high,90,no
25,female,engineer,O,74,master,9300,yes
14,male,student,B,76,senior high,25,no
63,male,chef,O,67,university,290,no
7,third,teacher,AB,85,doctor,86,no
6,third,student,B,48,university,280,no
74,third,engineer,B,76,university,89,no
99,male,student,O,58,senior high,500,no
48,third,chef,O,36,senior high,15,yes
97,female,scientest,B,50,primary,510,no
57,third,scientest,B,49,doctor,170,no
82,female,scientest,A,64,senior high,60,no
39,female,singer,AB,71,master,53,no
76,third,teacher,A,37,junior high,94,no
95,female,student,O,86,doctor,6,no
74,female,scientest,O,36,university,770,no
77,male,student,B,70,primary,220,no
25,third,singer,AB,91,doctor,17,no
17,third,neet,B,97,senior high,5500,no
59,male,chef,AB,66,junior high,61,no
86,male,neet,A,54,junior high,35,no
21,female,engineer,AB,43,junior high,100,no
31,female,neet,B,67,senior high,3700,no
81,female,engineer,A,65,university,730,no
26,third,singer,B,86,junior high,780,no
40,third,engineer,O,48,senior high,940,yes
72,female,teacher,AB,53,junior high,94,no
18,third,salesman,B,91,junior high,720,no
27,third,student,A,39,junior high,110,no
21,third,programmer,B,35,doctor,7500,no
93,third,programmer,AB,57,doctor,6800,no
22,female,neet,AB,82,doctor,270,no
50,female,chef,O,78,primary,6500,yes
58,female,singer,O,86,doctor,6200,no
23,male,singer,B,52,doctor,4400,no
20,female,neet,A,59,university,620,no
66,male,engineer,O,92,university,1,no
82,female,salesman,A,81,master,8400,no
22,female,programmer,B,82,junior high,6,no
72,female,chef,A,55,primary,6600,no
80,male,student,A,58,university,51,no
1,male,teacher,B,35,doctor,42,no
98,male,singer,B,86,senior high,62,no
30,third,programmer,O,79,doctor,63,yes
85,male,teacher,AB,63,university,9700,no
79,female,singer,A,55,master,3000,no
27,male,engineer,B,68,primary,2500,no
20,third,neet,A,37,junior high,94,no
95,third,teacher,B,69,senior high,6900,no
55,third,singer,AB,54,doctor,6800,no
74,female,student,A,53,master,4000,no
75,female,scientest,B,42,junior high,9200,no
70,male,engineer,A,69,university,360,no
0,female,chef,AB,37,university,6800,no
23,male,singer,B,78,university,3200,no
95,third,salesman,B,93,university,66,no
40,female,salesman,A,87,senior high,77,no
31,third,chef,A,77,primary,700,yes
88,third,teacher,B,45,doctor,190,no
1,male,salesman,B,70,primary,13,no
22,male,teacher,AB,52,primary,300,no
82,third,student,B,86,doctor,2000,no
14,third,neet,O,92,primary,27,no
78,female,salesman,O,98,university,73,no
55,male,teacher,O,41,university,830,no
46,third,student,A,96,primary,170,no
21,male,salesman,AB,99,junior high,900,no
66,male,scientest,O,57,master,5400,no
73,male,chef,AB,94,doctor,640,no
59,female,teacher,O,71,senior high,4100,no
50,third,neet,B,44,senior high,420,no
95,male,scientest,A,50,senior high,190,no
1,male,salesman,B,79,master,7600,no
50,male,student,A,96,junior high,6400,no
63,male,singer,AB,38,primary,50,no
78,female,student,O,97,university,48,no
22,male,teacher,A,92,senior high,670,no
49,third,programmer,B,86,primary,95,no
17,third,engineer,A,40,master,330,no
1,third,chef,A,99,doctor,270,no
44,female,salesman,O,80,primary,17,no
16,female,chef,O,53,university,26,yes
23,female,scientest,O,93,university,6200,yes
8,female,student,AB,90,doctor,210,no
16,female,student,A,59,junior high,350,no
30,female,neet,O,84,master,650,yes
82,female,salesman,AB,42,senior high,430,no
2,third,singer,A,53,doctor,170,no
91,female,singer,A,91,master,990,no
47,male,scientest,A,83,university,79,no
94,third,programmer,A,97,junior high,59,no
3,third,neet,O,90,junior high,31,no
92,third,programmer,AB,86,junior high,86,no
7,third,salesman,AB,47,junior high,4100,no
63,male,salesman,O,73,doctor,83,no
73,third,salesman,B,62,primary,26,no
10,female,salesman,A,47,senior high,40,no
95,third,neet,AB,43,master,570,no
89,male,teacher,A,55,master,58,no
53,male,student,A,93,university,9700,no
46,female,programmer,O,80,senior high,930,no
21,third,scientest,A,76,primary,40,no
0,third,chef,A,49,master,660,no
21,third,teacher,AB,78,doctor,78,no
1,male,scientest,A,67,master,7300,no
65,male,student,AB,90,master,170,no
89,male,singer,B,41,university,230,no
5,female,chef,O,56,primary,7100,no
22,third,scientest,O,51,junior high,27,yes
58,female,student,B,83,master,62,no
4,female,student,A,51,junior high,730,no
98,female,scientest,A,57,doctor,21,no
12,female,salesman,O,78,junior high,3900,no
45,third,salesman,O,35,primary,22,no
51,third,scientest,A,76,doctor,58,no
35,third,chef,B,76,senior high,900,yes
40,third,chef,O,99,university,2600,yes
78,female,chef,O,49,junior high,10,no
94,male,salesman,B,46,junior high,5200,no
59,male,chef,B,85,primary,72,no
3,female,singer,B,76,senior high,54,no
31,male,neet,B,49,senior high,900,no
6,female,engineer,B,51,university,380,no
55,male,salesman,A,73,junior high,690,no
52,third,programmer,O,75,senior high,300,no
98,female,salesman,O,52,senior high,2200,no
45,third,programmer,A,85,university,6100,no
0,female,engineer,B,91,primary,4400,no
80,third,salesman,AB,50,senior high,47,no
1,male,scientest,O,44,university,5200,no
88,third,chef,O,50,primary,180,no
3,female,engineer,B,42,university,71,no
28,male,programmer,O,83,senior high,8600,yes
5,male,chef,AB,45,senior high,33,no
41,female,singer,B,72,junior high,880,no
9,third,neet,A,36,senior high,4400,no
75,third,scientest,O,81,senior high,370,no
71,male,salesman,B,93,doctor,62,no
38,female,neet,A,58,master,10,no
54,third,neet,B,90,doctor,680,no
2,third,teacher,A,57,primary,6500,no
0,third,programmer,A,40,junior high,920,no
61,female,chef,O,93,junior high,1100,no
41,female,scientest,A,42,primary,5100,no
81,third,engineer,AB,80,doctor,960,no
17,female,student,O,92,master,2500,yes
77,third,singer,O,56,primary,8,no
79,male,neet,AB,95,primary,61,no
64,female,singer,A,37,senior high,9800,no
30,third,programmer,O,60,university,60,yes
60,third,student,O,63,primary,13,no
55,male,chef,A,70,doctor,9000,no
9,male,salesman,AB,57,primary,520,no
14,male,teacher,B,96,senior high,11,no
96,female,student,B,99,doctor,7300,no
56,third,singer,B,45,senior high,3000,no
63,third,salesman,A,99,doctor,720,no
23,third,student,B,59,senior high,310,no
36,female,programmer,O,85,senior high,43,yes
0,third,chef,B,97,master,220,no
18,male,scientest,AB,78,junior high,7900,no
9,male,programmer,O,52,university,91,no
82,third,neet,B,38,primary,57,no
19,male,singer,O,37,university,1800,yes
79,female,chef,O,51,university,2300,no
72,female,programmer,O,59,master,530,no
21,third,student,O,51,master,930,yes
45,third,scientest,B,96,master,260,yes
43,male,salesman,A,49,doctor,990,no
73,male,salesman,O,47,master,700,no
66,third,scientest,O,75,senior high,4,no
85,female,engineer,AB,44,university,300,no
9,female,singer,AB,79,primary,53,no
39,female,teacher,O,65,junior high,7100,yes
15,male,salesman,A,73,senior high,550,no
65,third,student,AB,55,junior high,4500,no
74,third,neet,AB,99,senior high,740,no
86,female,chef,AB,84,university,7100,no
37,third,engineer,B,64,primary,710,no
46,male,singer,A,55,primary,32,no
17,female,chef,B,59,junior high,59,no
14,third,scientest,A,69,doctor,5,no
7,male,scientest,A,48,senior high,980,no
81,male,student,O,87,junior high,3100,no
65,male,singer,AB,44,primary,820,no
8,male,neet,O,92,junior high,930,no
27,male,salesman,B,70,senior high,15,no
42,female,student,O,92,junior high,4300,no
77,male,engineer,O,71,master,570,no
56,male,programmer,B,95,university,490,no
49,male,engineer,O,85,senior high,180,no
92,third,singer,B,67,university,9500,no
68,third,scientest,AB,84,university,490,no
46,male,programmer,B,37,primary,300,no
15,third,chef,A,83,primary,350,no
97,male,scientest,A,53,university,440,no
12,male,programmer,B,59,master,80,no
36,male,teacher,AB,94,master,18,no
39,female,singer,AB,82,university,2700,no
90,male,chef,A,41,doctor,89,no
10,female,teacher,A,77,junior high,9800,no
15,third,student,B,40,primary,5900,no
27,third,singer,A,65,university,48,no
94,third,chef,B,58,senior high,860,no
10,male,student,A,43,doctor,920,yes
57,third,neet,A,85,junior high,35,no
78,male,engineer,A,83,master,7300,no
73,female,teacher,B,89,primary,8000,no
89,female,engineer,A,63,junior high,60,no
80,female,chef,B,65,university,57,no
70,female,programmer,O,50,doctor,890,no
11,female,singer,O,68,primary,45,no
85,third,teacher,A,68,primary,6700,no
77,third,neet,A,85,doctor,6,no
62,female,singer,B,61,primary,83,no
70,female,programmer,B,87,university,92,no
32,female,salesman,O,64,doctor,130,yes
6,female,singer,O,76,university,32,no
54,third,salesman,AB,64,junior high,6700,no
89,male,singer,A,67,primary,60,no
87,third,programmer,AB,67,university,39,no
23,third,teacher,AB,97,doctor,43,no
71,female,teacher,A,49,master,8100,no
32,female,engineer,O,66,doctor,200,yes
80,female,student,A,94,university,56,no
93,female,teacher,O,46,doctor,3100,no
26,female,neet,O,69,primary,57,yes
55,third,programmer,AB,99,university,240,no
53,male,neet,O,75,primary,69,no
65,third,singer,AB,96,junior high,9000,no
18,third,student,A,38,primary,2400,no
89,third,student,B,71,master,260,no
2,female,teacher,B,67,junior high,70,no
26,third,student,A,74,university,140,no
67,female,singer,O,63,primary,98,no
62,female,engineer,B,46,senior high,45,no
42,third,teacher,A,97,university,75,no
22,male,singer,A,69,doctor,190,no
17,male,teacher,B,52,senior high,29,no
22,male,neet,A,69,master,6400,no
88,female,programmer,B,43,junior high,800,no
27,female,singer,B,59,doctor,510,no
95,third,student,A,82,junior high,890,no
37,female,student,B,86,doctor,520,no
37,third,engineer,A,99,junior high,4700,no
62,third,engineer,A,60,junior high,62,no
55,female,singer,B,66,university,63,no
10,male,salesman,AB,72,doctor,3700,no
75,female,neet,O,50,university,8100,no
15,third,singer,O,54,doctor,310,no
35,male,singer,A,51,senior high,950,no
95,third,chef,B,63,doctor,74,no
17,third,student,B,77,doctor,52,no
58,male,singer,O,56,primary,23,no
8,third,neet,O,62,senior high,3500,no
92,female,neet,A,54,senior high,230,no
16,third,chef,B,48,doctor,960,no
6,male,student,O,53,university,100,no
61,female,neet,B,38,master,600,no
80,female,scientest,B,49,primary,25,no
45,third,programmer,O,52,master,210,yes
66,third,scientest,A,56,junior high,1900,no
79,female,neet,B,38,senior high,2400,no
45,female,teacher,A,37,senior high,42,no
58,third,chef,AB,37,senior high,53,no
20,male,student,AB,89,master,290,no
0,female,engineer,O,89,master,58,no
78,male,engineer,O,87,senior high,650,no
41,third,scientest,B,38,junior high,10,no
45,third,neet,O,85,university,36,no
29,male,chef,B,94,senior high,99,yes
71,third,chef,B,78,doctor,470,no
5,female,scientest,AB,45,master,210,no
87,female,singer,A,74,senior high,930,no
5,male,student,A,57,doctor,20,no
95,third,singer,AB,97,junior high,60,no
88,female,programmer,AB,76,primary,11,no
25,third,teacher,B,69,junior high,3600,no
39,male,engineer,B,93,senior high,220,no
95,male,programmer,B,74,senior high,900,no
78,third,programmer,O,84,master,1800,no
88,third,neet,AB,40,university,4000,no
51,third,salesman,B,67,senior high,4000,no
66,female,singer,B,35,university,8500,no
78,male,singer,AB,39,primary,800,no
56,female,neet,B,63,doctor,900,no
17,male,teacher,B,83,senior high,990,no
24,third,student,B,59,senior high,320,no
65,male,engineer,O,81,primary,100,no
69,third,engineer,AB,47,senior high,400,no
50,male,teacher,O,97,senior high,8,no
15,female,teacher,AB,55,master,700,no
68,third,scientest,B,75,master,59,no
1,male,teacher,A,54,master,9500,no
80,female,singer,AB,89,junior high,91,no
12,third,salesman,B,97,doctor,4900,no
84,third,engineer,O,55,university,83,no
66,male,chef,AB,71,university,70,no
40,female,programmer,A,96,senior high,1700,no
66,third,teacher,A,61,junior high,620,no
66,third,singer,A,64,doctor,90,no
70,female,salesman,O,75,senior high,46,no
6,female,programmer,B,65,junior high,3900,no
42,third,neet,AB,85,junior high,21,no
31,female,student,A,62,primary,40,no
93,third,scientest,O,78,master,12,no
45,male,scientest,A,77,doctor,2000,yes
87,female,programmer,O,68,doctor,56,no
98,female,neet,AB,69,master,31,no
12,male,salesman,A,91,junior high,4700,no
58,third,engineer,A,66,university,2600,no
39,third,singer,AB,81,senior high,3100,no
36,male,chef,A,93,senior high,880,yes
31,third,singer,AB,82,master,1600,no
66,male,singer,O,93,senior high,330,no
13,third,teacher,B,57,junior high,3800,no
54,female,programmer,O,59,doctor,8300,no
78,third,engineer,O,95,university,300,no
73,third,teacher,AB,79,master,58,no
55,third,engineer,O,44,junior high,3900,no
58,male,programmer,O,47,primary,57,no
31,third,programmer,B,82,university,950,no
24,third,teacher,O,74,senior high,28,yes
11,male,scientest,O,88,university,4700,no
18,male,teacher,B,81,senior high,160,no
10,third,singer,B,48,primary,800,no
38,female,engineer,A,57,primary,8200,no
53,male,chef,B,43,senior high,2,no
9,third,programmer,A,62,doctor,48,no
57,third,salesman,A,91,university,730,no
62,third,teacher,B,70,primary,540,no
85,female,chef,AB,87,doctor,2200,no
42,male,chef,A,87,senior high,4000,yes
91,female,teacher,AB,65,doctor,3100,no
29,third,student,A,67,junior high,410,no
38,third,engineer,O,99,junior high,7,yes
54,female,salesman,B,52,primary,29,no
2,male,scientest,B,83,primary,400,no
85,female,teacher,AB,47,doctor,3600,no
60,male,chef,O,91,junior high,520,no
3,third,scientest,AB,61,primary,4800,no
51,third,student,AB,35,senior high,1000,no
47,male,chef,A,58,senior high,540,yes
69,female,teacher,AB,71,junior high,1400,no
92,female,engineer,B,47,university,480,no
70,female,salesman,A,76,junior high,1600,no
51,male,engineer,A,72,junior high,4700,no
39,female,singer,B,62,master,310,no
49,male,engineer,B,55,primary,2500,no
39,third,teacher,AB,96,primary,6200,no
88,third,singer,A,86,senior high,5900,no
0,male,scientest,A,51,primary,6800,no
40,male,scientest,AB,79,senior high,21,no
34,male,neet,A,85,junior high,3400,no
90,female,salesman,O,66,master,26,no
75,third,student,O,65,master,56,no
23,male,singer,B,69,primary,71,no
39,third,scientest,A,42,senior high,9500,no
72,male,programmer,B,78,university,8,no
15,male,singer,O,70,senior high,8100,no
36,female,salesman,B,53,master,8800,no
31,male,chef,O,81,senior high,630,yes
93,female,salesman,A,65,university,58,no
