Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
90,third,engineer,O,189,88,junior high,no
56,male,programmer,AB,157,70,junior high,no
90,third,engineer,B,153,67,university,no
76,third,neet,A,169,81,primary,no
93,female,neet,A,176,79,primary,no
41,third,neet,A,188,47,senior high,no
5,female,engineer,O,144,62,doctor,no
8,male,chef,AB,161,45,junior high,yes
28,male,chef,O,187,49,university,yes
88,third,student,A,156,60,junior high,no
55,male,student,O,152,66,master,no
67,male,student,AB,148,67,doctor,no
23,male,chef,AB,154,56,primary,yes
32,female,salesman,O,172,79,university,yes
53,female,student,A,183,49,junior high,no
3,male,salesman,O,157,62,junior high,no
94,male,chef,A,154,79,master,no
3,female,programmer,A,172,83,doctor,no
21,male,student,A,152,90,primary,no
97,third,engineer,A,186,99,junior high,no
66,third,salesman,A,178,57,senior high,no
91,third,salesman,A,175,55,master,no
23,female,neet,A,160,75,university,no
28,female,scientest,B,189,41,doctor,yes
89,female,scientest,B,166,49,junior high,no
39,third,programmer,A,176,75,doctor,yes
26,male,neet,A,146,84,primary,no
0,third,chef,AB,199,38,master,no
19,male,teacher,AB,177,42,doctor,no
29,female,chef,A,162,49,primary,yes
96,female,programmer,B,164,40,junior high,no
19,third,scientest,A,154,82,master,no
43,male,programmer,O,187,81,university,no
85,male,scientest,O,189,83,doctor,no
21,female,student,A,175,45,university,no
74,male,neet,O,191,78,junior high,no
68,male,student,AB,152,37,junior high,no
36,male,salesman,B,170,84,university,no
32,female,salesman,B,158,69,senior high,no
6,female,singer,A,192,75,university,no
16,third,scientest,B,148,56,senior high,no
76,female,singer,B,191,96,master,no
31,male,chef,A,154,80,doctor,yes
68,male,neet,B,175,48,doctor,no
66,male,scientest,O,177,35,doctor,no
53,male,scientest,A,151,75,master,no
13,male,scientest,B,195,37,senior high,no
51,male,singer,AB,177,87,master,no
84,male,neet,O,147,91,master,no
70,male,chef,O,163,74,senior high,no
49,female,salesman,AB,150,57,primary,no
47,third,engineer,AB,154,87,doctor,yes
52,third,salesman,AB,161,66,senior high,no
97,male,engineer,A,166,61,primary,no
24,male,chef,B,147,58,master,yes
44,female,programmer,A,173,51,master,yes
22,female,teacher,A,164,42,doctor,no
46,male,student,A,169,68,primary,no
81,male,salesman,O,197,60,university,no
27,third,singer,A,140,41,junior high,no
98,female,teacher,A,198,59,doctor,no
35,male,teacher,A,174,58,master,no
48,third,salesman,AB,184,56,primary,no
80,third,salesman,O,164,98,junior high,no
99,male,salesman,O,187,76,primary,no
94,female,student,B,185,51,master,no
37,male,student,O,180,90,university,yes
23,male,student,B,190,61,master,no
90,male,student,O,146,80,doctor,no
26,male,engineer,AB,175,73,university,no
65,female,neet,B,174,79,senior high,no
41,third,scientest,AB,176,56,junior high,no
95,third,scientest,O,179,84,doctor,no
22,male,chef,O,195,49,doctor,yes
65,female,engineer,B,192,53,primary,no
62,female,student,A,159,69,university,no
86,female,neet,O,182,53,primary,no
82,male,teacher,O,174,46,university,no
80,female,neet,O,175,62,university,no
85,third,singer,AB,140,86,master,no
83,third,singer,O,157,75,primary,no
53,female,chef,AB,197,77,master,no
71,female,chef,AB,186,71,primary,no
93,male,engineer,AB,168,62,senior high,no
87,male,scientest,A,189,78,university,no
19,male,student,AB,181,94,primary,no
46,male,student,B,156,89,university,no
3,female,scientest,B,191,62,junior high,no
25,female,engineer,O,150,74,master,yes
14,male,student,B,177,76,senior high,no
63,male,chef,O,180,67,university,no
7,third,teacher,AB,160,85,doctor,no
6,third,student,B,142,48,university,no
74,third,engineer,B,191,76,university,no
99,male,student,O,198,58,senior high,no
48,third,chef,O,193,36,senior high,yes
97,female,scientest,B,148,50,primary,no
57,third,scientest,B,152,49,doctor,no
82,female,scientest,A,158,64,senior high,no
39,female,singer,AB,148,71,master,no
76,third,teacher,A,185,37,junior high,no
95,female,student,O,179,86,doctor,no
74,female,scientest,O,164,36,university,no
77,male,student,B,196,70,primary,no
25,third,singer,AB,189,91,doctor,no
17,third,neet,B,183,97,senior high,no
59,male,chef,AB,174,66,junior high,no
86,male,neet,A,172,54,junior high,no
21,female,engineer,AB,185,43,junior high,no
31,female,neet,B,157,67,senior high,no
81,female,engineer,A,194,65,university,no
26,third,singer,B,199,86,junior high,no
40,third,engineer,O,180,48,senior high,yes
72,female,teacher,AB,186,53,junior high,no
18,third,salesman,B,163,91,junior high,no
27,third,student,A,185,39,junior high,no
21,third,programmer,B,184,35,doctor,no
93,third,programmer,AB,182,57,doctor,no
22,female,neet,AB,172,82,doctor,no
50,female,chef,O,176,78,primary,yes
58,female,singer,O,164,86,doctor,no
23,male,singer,B,182,52,doctor,no
20,female,neet,A,196,59,university,no
66,male,engineer,O,172,92,university,no
82,female,salesman,A,160,81,master,no
22,female,programmer,B,154,82,junior high,no
72,female,chef,A,190,55,primary,no
80,male,student,A,174,58,university,no
1,male,teacher,B,197,35,doctor,no
98,male,singer,B,174,86,senior high,no
30,third,programmer,O,148,79,doctor,yes
85,male,teacher,AB,168,63,university,no
79,female,singer,A,179,55,master,no
27,male,engineer,B,162,68,primary,no
20,third,neet,A,176,37,junior high,no
95,third,teacher,B,177,69,senior high,no
55,third,singer,AB,193,54,doctor,no
74,female,student,A,163,53,master,no
75,female,scientest,B,154,42,junior high,no
70,male,engineer,A,185,69,university,no
0,female,chef,AB,141,37,university,no
23,male,singer,B,142,78,university,no
95,third,salesman,B,160,93,university,no
40,female,salesman,A,186,87,senior high,no
31,third,chef,A,169,77,primary,yes
88,third,teacher,B,166,45,doctor,no
1,male,salesman,B,174,70,primary,no
22,male,teacher,AB,154,52,primary,no
82,third,student,B,148,86,doctor,no
14,third,neet,O,156,92,primary,no
78,female,salesman,O,144,98,university,no
55,male,teacher,O,179,41,university,no
46,third,student,A,180,96,primary,no
21,male,salesman,AB,193,99,junior high,no
66,male,scientest,O,173,57,master,no
73,male,chef,AB,143,94,doctor,no
59,female,teacher,O,173,71,senior high,no
50,third,neet,B,141,44,senior high,no
95,male,scientest,A,161,50,senior high,no
1,male,salesman,B,153,79,master,no
50,male,student,A,199,96,junior high,no
63,male,singer,AB,166,38,primary,no
78,female,student,O,164,97,university,no
22,male,teacher,A,165,92,senior high,no
49,third,programmer,B,188,86,primary,no
17,third,engineer,A,186,40,master,no
1,third,chef,A,174,99,doctor,no
44,female,salesman,O,147,80,primary,no
16,female,chef,O,152,53,university,yes
23,female,scientest,O,199,93,university,yes
8,female,student,AB,199,90,doctor,no
16,female,student,A,197,59,junior high,no
30,female,neet,O,178,84,master,yes
82,female,salesman,AB,149,42,senior high,no
2,third,singer,A,159,53,doctor,no
91,female,singer,A,154,91,master,no
47,male,scientest,A,165,83,university,no
94,third,programmer,A,195,97,junior high,no
3,third,neet,O,163,90,junior high,no
92,third,programmer,AB,146,86,junior high,no
7,third,salesman,AB,169,47,junior high,no
63,male,salesman,O,171,73,doctor,no
73,third,salesman,B,186,62,primary,no
10,female,salesman,A,146,47,senior high,no
95,third,neet,AB,183,43,master,no
89,male,teacher,A,186,55,master,no
53,male,student,A,147,93,university,no
46,female,programmer,O,164,80,senior high,no
21,third,scientest,A,163,76,primary,no
0,third,chef,A,180,49,master,no
21,third,teacher,AB,198,78,doctor,no
1,male,scientest,A,150,67,master,no
65,male,student,AB,181,90,master,no
89,male,singer,B,191,41,university,no
5,female,chef,O,142,56,primary,no
22,third,scientest,O,153,51,junior high,yes
58,female,student,B,169,83,master,no
4,female,student,A,197,51,junior high,no
98,female,scientest,A,163,57,doctor,no
12,female,salesman,O,184,78,junior high,no
45,third,salesman,O,151,35,primary,no
51,third,scientest,A,186,76,doctor,no
35,third,chef,B,164,76,senior high,yes
40,third,chef,O,141,99,university,yes
78,female,chef,O,179,49,junior high,no
94,male,salesman,B,167,46,junior high,no
59,male,chef,B,149,85,primary,no
3,female,singer,B,197,76,senior high,no
31,male,neet,B,189,49,senior high,no
6,female,engineer,B,156,51,university,no
55,male,salesman,A,174,73,junior high,no
52,third,programmer,O,153,75,senior high,no
98,female,salesman,O,187,52,senior high,no
45,third,programmer,A,199,85,university,no
0,female,engineer,B,160,91,primary,no
80,third,salesman,AB,181,50,senior high,no
1,male,scientest,O,163,44,university,no
88,third,chef,O,189,50,primary,no
3,female,engineer,B,184,42,university,no
28,male,programmer,O,147,83,senior high,yes
5,male,chef,AB,183,45,senior high,no
41,female,singer,B,166,72,junior high,no
9,third,neet,A,196,36,senior high,no
75,third,scientest,O,170,81,senior high,no
71,male,salesman,B,165,93,doctor,no
38,female,neet,A,188,58,master,no
54,third,neet,B,154,90,doctor,no
2,third,teacher,A,189,57,primary,no
0,third,programmer,A,182,40,junior high,no
61,female,chef,O,162,93,junior high,no
41,female,scientest,A,151,42,primary,no
81,third,engineer,AB,158,80,doctor,no
17,female,student,O,145,92,master,yes
77,third,singer,O,157,56,primary,no
79,male,neet,AB,181,95,primary,no
64,female,singer,A,142,37,senior high,no
30,third,programmer,O,195,60,university,yes
60,third,student,O,195,63,primary,no
55,male,chef,A,198,70,doctor,no
9,male,salesman,AB,164,57,primary,no
14,male,teacher,B,140,96,senior high,no
96,female,student,B,183,99,doctor,no
56,third,singer,B,170,45,senior high,no
63,third,salesman,A,181,99,doctor,no
23,third,student,B,145,59,senior high,no
36,female,programmer,O,144,85,senior high,yes
0,third,chef,B,143,97,master,no
18,male,scientest,AB,191,78,junior high,no
9,male,programmer,O,179,52,university,no
82,third,neet,B,164,38,primary,no
19,male,singer,O,148,37,university,yes
79,female,chef,O,192,51,university,no
72,female,programmer,O,199,59,master,no
21,third,student,O,162,51,master,yes
45,third,scientest,B,159,96,master,yes
43,male,salesman,A,177,49,doctor,no
73,male,salesman,O,161,47,master,no
66,third,scientest,O,195,75,senior high,no
85,female,engineer,AB,174,44,university,no
9,female,singer,AB,143,79,primary,no
39,female,teacher,O,150,65,junior high,yes
15,male,salesman,A,140,73,senior high,no
65,third,student,AB,190,55,junior high,no
74,third,neet,AB,195,99,senior high,no
86,female,chef,AB,173,84,university,no
37,third,engineer,B,196,64,primary,no
46,male,singer,A,173,55,primary,no
17,female,chef,B,179,59,junior high,no
14,third,scientest,A,168,69,doctor,no
7,male,scientest,A,183,48,senior high,no
81,male,student,O,181,87,junior high,no
65,male,singer,AB,172,44,primary,no
8,male,neet,O,196,92,junior high,no
27,male,salesman,B,156,70,senior high,no
42,female,student,O,186,92,junior high,no
77,male,engineer,O,185,71,master,no
56,male,programmer,B,154,95,university,no
49,male,engineer,O,146,85,senior high,no
92,third,singer,B,145,67,university,no
68,third,scientest,AB,175,84,university,no
46,male,programmer,B,173,37,primary,no
15,third,chef,A,197,83,primary,no
97,male,scientest,A,173,53,university,no
12,male,programmer,B,182,59,master,no
36,male,teacher,AB,193,94,master,no
39,female,singer,AB,181,82,university,no
90,male,chef,A,156,41,doctor,no
10,female,teacher,A,199,77,junior high,no
15,third,student,B,154,40,primary,no
27,third,singer,A,165,65,university,no
94,third,chef,B,176,58,senior high,no
10,male,student,A,168,43,doctor,yes
57,third,neet,A,185,85,junior high,no
78,male,engineer,A,142,83,master,no
73,female,teacher,B,155,89,primary,no
89,female,engineer,A,147,63,junior high,no
80,female,chef,B,168,65,university,no
70,female,programmer,O,192,50,doctor,no
11,female,singer,O,165,68,primary,no
85,third,teacher,A,186,68,primary,no
77,third,neet,A,185,85,doctor,no
62,female,singer,B,199,61,primary,no
70,female,programmer,B,156,87,university,no
32,female,salesman,O,150,64,doctor,yes
6,female,singer,O,165,76,university,no
54,third,salesman,AB,169,64,junior high,no
89,male,singer,A,185,67,primary,no
87,third,programmer,AB,157,67,university,no
23,third,teacher,AB,183,97,doctor,no
71,female,teacher,A,143,49,master,no
32,female,engineer,O,163,66,doctor,yes
80,female,student,A,198,94,university,no
93,female,teacher,O,141,46,doctor,no
26,female,neet,O,178,69,primary,yes
55,third,programmer,AB,195,99,university,no
53,male,neet,O,145,75,primary,no
65,third,singer,AB,167,96,junior high,no
18,third,student,A,160,38,primary,no
89,third,student,B,162,71,master,no
2,female,teacher,B,161,67,junior high,no
26,third,student,A,140,74,university,no
67,female,singer,O,197,63,primary,no
62,female,engineer,B,147,46,senior high,no
42,third,teacher,A,190,97,university,no
22,male,singer,A,168,69,doctor,no
17,male,teacher,B,160,52,senior high,no
22,male,neet,A,160,69,master,no
88,female,programmer,B,193,43,junior high,no
27,female,singer,B,186,59,doctor,no
95,third,student,A,157,82,junior high,no
37,female,student,B,146,86,doctor,no
37,third,engineer,A,169,99,junior high,no
62,third,engineer,A,191,60,junior high,no
55,female,singer,B,174,66,university,no
10,male,salesman,AB,199,72,doctor,no
75,female,neet,O,166,50,university,no
15,third,singer,O,196,54,doctor,no
35,male,singer,A,183,51,senior high,no
95,third,chef,B,174,63,doctor,no
17,third,student,B,195,77,doctor,no
58,male,singer,O,196,56,primary,no
8,third,neet,O,145,62,senior high,no
92,female,neet,A,193,54,senior high,no
16,third,chef,B,176,48,doctor,no
6,male,student,O,142,53,university,no
61,female,neet,B,162,38,master,no
80,female,scientest,B,173,49,primary,no
45,third,programmer,O,145,52,master,yes
66,third,scientest,A,197,56,junior high,no
79,female,neet,B,180,38,senior high,no
45,female,teacher,A,177,37,senior high,no
58,third,chef,AB,186,37,senior high,no
20,male,student,AB,171,89,master,no
0,female,engineer,O,158,89,master,no
78,male,engineer,O,182,87,senior high,no
41,third,scientest,B,193,38,junior high,no
45,third,neet,O,195,85,university,no
29,male,chef,B,155,94,senior high,yes
71,third,chef,B,187,78,doctor,no
5,female,scientest,AB,166,45,master,no
87,female,singer,A,166,74,senior high,no
5,male,student,A,187,57,doctor,no
95,third,singer,AB,161,97,junior high,no
88,female,programmer,AB,191,76,primary,no
25,third,teacher,B,190,69,junior high,no
39,male,engineer,B,187,93,senior high,no
95,male,programmer,B,186,74,senior high,no
78,third,programmer,O,146,84,master,no
88,third,neet,AB,156,40,university,no
51,third,salesman,B,141,67,senior high,no
66,female,singer,B,168,35,university,no
78,male,singer,AB,169,39,primary,no
56,female,neet,B,183,63,doctor,no
17,male,teacher,B,191,83,senior high,no
24,third,student,B,192,59,senior high,no
65,male,engineer,O,188,81,primary,no
69,third,engineer,AB,160,47,senior high,no
50,male,teacher,O,173,97,senior high,no
15,female,teacher,AB,165,55,master,no
68,third,scientest,B,182,75,master,no
1,male,teacher,A,190,54,master,no
80,female,singer,AB,181,89,junior high,no
12,third,salesman,B,165,97,doctor,no
84,third,engineer,O,193,55,university,no
66,male,chef,AB,144,71,university,no
40,female,programmer,A,192,96,senior high,no
66,third,teacher,A,176,61,junior high,no
66,third,singer,A,156,64,doctor,no
70,female,salesman,O,197,75,senior high,no
6,female,programmer,B,154,65,junior high,no
42,third,neet,AB,180,85,junior high,no
31,female,student,A,178,62,primary,no
93,third,scientest,O,195,78,master,no
45,male,scientest,A,190,77,doctor,yes
87,female,programmer,O,197,68,doctor,no
98,female,neet,AB,180,69,master,no
12,male,salesman,A,182,91,junior high,no
58,third,engineer,A,194,66,university,no
39,third,singer,AB,156,81,senior high,no
36,male,chef,A,173,93,senior high,yes
31,third,singer,AB,183,82,master,no
66,male,singer,O,199,93,senior high,no
13,third,teacher,B,146,57,junior high,no
54,female,programmer,O,166,59,doctor,no
78,third,engineer,O,176,95,university,no
73,third,teacher,AB,146,79,master,no
55,third,engineer,O,169,44,junior high,no
58,male,programmer,O,164,47,primary,no
31,third,programmer,B,152,82,university,no
24,third,teacher,O,187,74,senior high,yes
11,male,scientest,O,147,88,university,no
18,male,teacher,B,173,81,senior high,no
10,third,singer,B,147,48,primary,no
38,female,engineer,A,189,57,primary,no
53,male,chef,B,141,43,senior high,no
9,third,programmer,A,181,62,doctor,no
57,third,salesman,A,158,91,university,no
62,third,teacher,B,163,70,primary,no
85,female,chef,AB,169,87,doctor,no
42,male,chef,A,159,87,senior high,yes
91,female,teacher,AB,176,65,doctor,no
29,third,student,A,154,67,junior high,no
38,third,engineer,O,158,99,junior high,yes
54,female,salesman,B,158,52,primary,no
2,male,scientest,B,150,83,primary,no
85,female,teacher,AB,157,47,doctor,no
